,0
قینت,0.0001
قینتش,6.428571428571429e-05
قینتشم,7.142857142857143e-06
قینتهای,0.0
قیود,7.142857142857143e-06
قیپت,2.1428571428571428e-05
قیپتش,7.142857142857143e-06
قیچی,0.0008142857142857143
قیچیش,6.428571428571429e-05
قیچیه,3.571428571428572e-05
قیچیهاتون,7.142857142857143e-06
قیچیهارو,7.142857142857143e-06
قیچیهای,7.142857142857143e-06
قیچی‌شده,0.0
قیچی‌ها,0.0
قیچی‌کنه,0.0
قیژ,6.428571428571429e-05
قیژقیژ,1.4285714285714285e-05
قیکت,7.142857142857143e-06
قیکتش,7.142857142857143e-06
قیکت‌تر,0.0
قییمت,1.4285714285714285e-05
ق‌شنگه,7.142857142857143e-06
لآقل,7.142857142857143e-06
لئون,7.142857142857143e-06
لئوگارد,0.0
لا,0.4201357142857143
لاااااایک,7.142857142857143e-06
لااتتلببدا,0.0
لااقلش,1.4285714285714285e-05
لاانگشتیش,7.142857142857143e-06
لااین,3.571428571428572e-05
لاباس,7.142857142857143e-06
لابانته,5e-05
لابد,0.0001
لابدانیوم,7.142857142857143e-06
لابراتوار,7.142857142857143e-06
لابراتور,1.4285714285714285e-05
لابراتورهای,7.142857142857143e-06
لابلا,8.571428571428571e-05
لابلای,7.142857142857143e-05
لابلایه,0.0
لابلو,2.857142857142857e-05
لابلیا,7.142857142857143e-06
لابه,0.00014285714285714287
لابه‌ای,0.0
لابه‌لاش,0.0
لابه‌لای,7.142857142857143e-06
لابورن,7.142857142857143e-06
لابی,0.0002642857142857143
لابیگر,0.0
لاتر,0.011078571428571429
لاته,0.00015714285714285713
لاتچری,0.0
لاتکس,2.1428571428571428e-05
لاتکسی,7.142857142857143e-06
لاتین,0.00024285714285714286
لاتینه,1.4285714285714285e-05
لاتینگ,0.0
لاجتیک,2.1428571428571428e-05
لاجرم,7.142857142857143e-06
لاجورد,2.857142857142857e-05
لاجوردم,7.142857142857143e-06
لاجوردها,7.142857142857143e-06
لاجوردی,1.4285714285714285e-05
لاجوردیه,7.142857142857143e-06
لاجیت,0.00024285714285714286
لاجیتک,0.0002357142857142857
لاجیتکه,7.142857142857143e-06
لاجیسکر,7.142857142857143e-06
لاجیک,2.857142857142857e-05
لاحافم,7.142857142857143e-06
لاخ,0.0027285714285714287
لادام,7.142857142857143e-06
لادر,5.714285714285714e-05
لادری,0.0
لادن,0.00014285714285714287
لادنیزش,7.142857142857143e-06
لادیز,1.4285714285714285e-05
لاذتندذذ,0.0
لار,0.004478571428571429
لارا,0.00017857142857142857
لارج,0.0007285714285714286
لارجش,9.285714285714286e-05
لارجشو,2.1428571428571428e-05
لارجه,4.2857142857142856e-05
لارجژ,7.142857142857143e-06
لارجی,7.142857142857143e-06
لارج‌تر,0.0
لارستان,0.0
لارم,0.0006571428571428571
لارمه,2.1428571428571428e-05
لارن,2.1428571428571428e-05
لاروا,3.571428571428572e-05
لاروس,2.857142857142857e-05
لاروس‌ها,0.0
لاروشه,7.142857142857143e-06
لارچ,1.4285714285714285e-05
لارژ,0.0001
لارژش,1.4285714285714285e-05
لارژم,7.142857142857143e-06
لارژه,1.4285714285714285e-05
لارژی,0.0
لارگو,0.0
لاری,0.00021428571428571427
لاریب,7.142857142857143e-06
لاریجانی,0.0
لاریسا,7.142857142857143e-06
لاز,0.00932142857142857
لازانت,7.142857142857143e-06
لازانیا,8.571428571428571e-05
لازانیای,1.4285714285714285e-05
لازج,7.142857142857143e-06
لاززم,7.142857142857143e-06
لازم,0.009128571428571429
لازمت,9.285714285714286e-05
لازمتان,7.142857142857143e-06
لازمتون,6.428571428571429e-05
لازمتونه,1.4285714285714285e-05
لازمش,0.00012142857142857143
لازمشون,2.1428571428571428e-05
لازمم,7.142857142857143e-05
لازممه,7.142857142857143e-06
لازممون,7.142857142857143e-06
لازمند,7.142857142857143e-06
لازمه,0.0023285714285714285
لازمهضمنا,0.0
لازمه‌ی,0.0
لازمو,3.571428571428572e-05
لازمہ,0.0
لازمی,7.142857142857143e-05
لازمیه,5.714285714285714e-05
لازم‌,2.857142857142857e-05
لازم‌برای,7.142857142857143e-06
لازم‌تشکر‌کنم‌از‌وقت,7.142857142857143e-06
لازم‌دارم‌راحت,7.142857142857143e-06
لازم‌رو,7.142857142857143e-06
لازن,1.4285714285714285e-05
لازک,7.142857142857143e-06
لازیم,7.142857142857143e-06
لاس,0.039842857142857145
لاسا,2.1428571428571428e-05
لاست,0.02787857142857143
لاستسکی,7.142857142857143e-06
لاستک,8.571428571428571e-05
لاستیک,0.017978571428571427
لاستیکا,0.00019285714285714286
لاستیکارو,2.1428571428571428e-05
لاستیکاش,9.285714285714286e-05
لاستیکاشم,7.142857142857143e-06
لاستیکام,1.4285714285714285e-05
لاستیکای,4.2857142857142856e-05
لاستیکایه,7.142857142857143e-06
لاستیکب,7.142857142857143e-06
لاستیکش,0.0010928571428571428
لاستیکشم,3.571428571428572e-05
لاستیکشون,1.4285714285714285e-05
لاستیکم,2.857142857142857e-05
لاستیکنوشابه,0.0
لاستیکه,0.0012785714285714286
لاستیکها,0.00015
لاستیکهاش,7.142857142857143e-06
لاستیکهام,7.142857142857143e-06
لاستیکهای,6.428571428571429e-05
لاستیکو,5e-05
لاستیکی,0.007228571428571429
لاستیکیش,0.00040714285714285717
لاستیکیشم,1.4285714285714285e-05
لاستیکیشو,1.4285714285714285e-05
لاستیکیه,0.0008857142857142857
لاستیکیها,7.142857142857143e-06
لاستیکی‌ها,0.0
لاستیکی‌های,0.0
لاستیک‌ها,1.4285714285714285e-05
لاستیک‌های,1.4285714285714285e-05
لاستیک‌هایی,7.142857142857143e-06
لاسلس,7.142857142857143e-06
لاسیتک,7.142857142857143e-06
لاسیسنسم,7.142857142857143e-06
لاش,0.003992857142857143
لاششو,1.4285714285714285e-05
لاشه,0.00014285714285714287
لاشه‌ی,0.0
لاشون,0.00018571428571428572
لاشیه,0.0
لاطفا,7.142857142857143e-06
لاعقل,7.142857142857143e-06
لاعلاج,0.0
لاغر,0.0006
لاغرتره,7.142857142857143e-06
لاغرتوپر,7.142857142857143e-06
لاغرم,1.4285714285714285e-05
لاغره,3.571428571428572e-05
لاغرهست,7.142857142857143e-06
لاغرکننده,7.142857142857143e-06
لاغری,0.00025
لاغریم,7.142857142857143e-06
لاغیر,4.2857142857142856e-05
لاف,0.0108
لافار,0.00011428571428571428
لافارر,0.00010714285714285714
لافت,5.714285714285714e-05
لافرر,1.4285714285714285e-05
لاقل,5.714285714285714e-05
لال,0.0017142857142857142
لالا,6.428571428571429e-05
لالالالا,0.0
لالایی,7.142857142857143e-06
لالاییلالا,0.0
لالجین,7.142857142857143e-06
لالقیلیقلد,0.0
لاله,0.00020714285714285716
لاله‌زار,7.142857142857143e-06
لاله‌ها,7.142857142857143e-06
لاله‌های,0.0
لاله‌ی,0.0
لالۀ,7.142857142857143e-06
لالی,0.0006928571428571428
لالیته,7.142857142857143e-06
لالیه,7.142857142857143e-06
لالیپاپ,7.142857142857143e-06
لالیک,0.00035
لالیکه,7.142857142857143e-06
لالیکی,0.0
لالیک‌های,0.0
لالیگ,5e-05
لالیگا,4.2857142857142856e-05
لالیگاس,1.4285714285714285e-05
لالیگاست,1.4285714285714285e-05
لام,0.08207142857142857
لامبادا,7.142857142857143e-06
لامبو,6.428571428571429e-05
لامبور,5.714285714285714e-05
لامبورگینی,5e-05
لامبورگینی‌ها,0.0
لامت,0.0027571428571428573
لامسه,7.142857142857143e-06
لامصب,8.571428571428571e-05
لامصبا,7.142857142857143e-06
لامع,7.857142857142857e-05
لاممپ,0.0
لامنین,7.142857142857143e-06
لامه,4.2857142857142856e-05
لامها,2.1428571428571428e-05
لامهای,1.4285714285714285e-05
لامور,2.857142857142857e-05
لامورگینی,0.0
لاموس,7.142857142857143e-06
لامپ,0.00555
لامپا,0.00018571428571428572
لامپارو,1.4285714285714285e-05
لامپاش,2.1428571428571428e-05
لامپای,0.00010714285714285714
لامپتان,7.142857142857143e-06
لامپش,0.00025
لامپشم,7.142857142857143e-06
لامپشه,1.4285714285714285e-05
لامپشو,2.1428571428571428e-05
لامپه,0.0006
لامپها,0.0005642857142857143
لامپهاباولتاژکم,7.142857142857143e-06
لامپهاش,2.1428571428571428e-05
لامپهای,0.00034285714285714285
لامپهایی,1.4285714285714285e-05
لامپها۸,0.0
لامپو,6.428571428571429e-05
لامپی,0.00016428571428571428
لامپیاشم,7.142857142857143e-06
لامپیش,7.142857142857143e-06
لامپی‌ها,0.0
لامپ‌ها,2.857142857142857e-05
لامپ‌های,1.4285714285714285e-05
لامچهای,7.142857142857143e-06
لامی,0.0005642857142857143
لامینین,2.857142857142857e-05
لامیپی,7.142857142857143e-06
لامی‌ها,0.0
لان,0.043814285714285715
لانبلنبنینب,0.0
لانجالیکا,7.142857142857143e-06
لانجلیکا,1.4285714285714285e-05
لاندن,7.142857142857143e-06
لانس,0.00042857142857142855
لانسون,2.1428571428571428e-05
لانسین,7.142857142857143e-06
لاننن,0.0
لانه,0.0007785714285714286
لانوین,1.4285714285714285e-05
لانچر,9.285714285714286e-05
لانچرهای,7.142857142857143e-06
لانژین,7.142857142857143e-06
لانکا,3.571428571428572e-05
لانکوم,0.0001
لانکومو,7.142857142857143e-06
لانکومگودگرل,0.0
لانگ,7.857142857142857e-05
لانگباو,7.142857142857143e-06
لانگو,7.142857142857143e-06
لاهیجان,3.571428571428572e-05
لاو,0.004378571428571429
لاوا,8.571428571428571e-05
لاواتزا,1.4285714285714285e-05
لاوازا,2.1428571428571428e-05
لاوازای,7.142857142857143e-06
لاوان,1.4285714285714285e-05
لاورم,0.0
لاوز,7.142857142857143e-06
لاولتر,1.4285714285714285e-05
لاولی,2.1428571428571428e-05
لاوندر,2.1428571428571428e-05
لاوین,1.4285714285714285e-05
لاوینگ,0.0
لاوینیا,7.142857142857143e-06
لاویه,7.142857142857143e-05
لاپ,0.0002
لاپنتون,0.0
لاچریه,7.142857142857143e-06
لاک,0.005021428571428572
لاکابین,7.142857142857143e-06
لاکاست,7.142857142857143e-06
لاکای,5e-05
لاکتاز,7.142857142857143e-06
لاکتایت,0.0
لاکتون,1.4285714285714285e-05
لاکتویت,7.142857142857143e-06
لاکتیویا,2.1428571428571428e-05
لاکتیک,2.857142857142857e-05
لاکتیکی,1.4285714285714285e-05
لاکجریه,7.142857142857143e-06
لاکر,1.4285714285714285e-05
لاکردار,7.142857142857143e-06
لاکس,0.00034285714285714285
لاکش,0.00025
لاکمه,1.4285714285714285e-05
لاکن,7.142857142857143e-06
لاکهای,7.142857142857143e-05
لاکهایی,7.142857142857143e-06
لاکو,5e-05
لاکورا,7.142857142857143e-06
لاکورت,7.142857142857143e-06
لاکپشت,2.1428571428571428e-05
لاکپشتی,7.142857142857143e-06
لاکپشت‌های,0.0
لاکچری,0.0006285714285714285
لاکچریا,0.0
لاکچریع,0.0
لاکچریه,5.714285714285714e-05
لاکچری‌تر,0.0
لاکچری‌ترین,0.0
لاکژری,7.142857142857143e-06
لاکی,0.00019285714285714286
لاکیه,1.4285714285714285e-05
لاکیک,7.142857142857143e-06
لاک‌,3.571428571428572e-05
لاک‌بده,7.142857142857143e-06
لاک‌ها,7.142857142857143e-06
لاک‌های,0.0
لاک‌پاک,7.142857142857143e-06
لاک‌پشت,0.0
لاگ,0.00032857142857142856
لاگرفلد,7.142857142857143e-06
لاگرفیلد,7.142857142857143e-06
لاگوست,7.142857142857143e-06
لاگچری,1.4285714285714285e-05
لاگی,9.285714285714286e-05
لاگین,8.571428571428571e-05
لای,0.05192142857142857
لایبرری,7.142857142857143e-06
لایت,0.00255
لایتای,1.4285714285714285e-05
لایتتون,7.142857142857143e-06
لایتروم,1.4285714285714285e-05
لایتش,8.571428571428571e-05
لایتشم,7.142857142857143e-06
لایتشون,7.142857142857143e-06
لایتمو,7.142857142857143e-06
لایتنر,2.1428571428571428e-05
لایتننینگ,7.142857142857143e-06
لایتنگ,7.142857142857143e-06
لایتنینگ,0.00035714285714285714
لایتنینگاپل,0.0
لایتنینگش,3.571428571428572e-05
لایتنینگشو,7.142857142857143e-06
لایتنینگم,7.142857142857143e-06
لایتنینگه,7.142857142857143e-06
لایتنیگ,2.1428571428571428e-05
لایتنیگشو,7.142857142857143e-06
لایته,5e-05
لایتها,2.1428571428571428e-05
لایتهای,7.142857142857143e-06
لایتو,1.4285714285714285e-05
لایتون,7.142857142857143e-06
لایتی,0.00013571428571428572
لایتینگ,9.285714285714286e-05
لایتینگتون,7.142857142857143e-06
لایتینگش,1.4285714285714285e-05
لایتیک,1.4285714285714285e-05
لاید,0.00010714285714285714
لایزیک,7.142857142857143e-06
لایست,7.142857142857143e-06
لایسنس,0.00017142857142857143
لایسنسش,7.142857142857143e-06
لایسنسم,7.142857142857143e-06
لایسنس‌ها,0.0
لایش,0.00014285714285714287
لایع,7.142857142857143e-06
لایف,0.00020714285714285716
لایف‌تایم,7.142857142857143e-06
لایق,0.00010714285714285714
لایقش,0.0
لاین,0.00185
لاینحل,7.142857142857143e-06
لاینر,7.142857142857143e-06
لاینفک,1.4285714285714285e-05
لایننینگ,7.142857142857143e-06
لاینی,2.857142857142857e-05
لاینیج,0.0
لاینینگ,7.142857142857143e-06
لایه,0.0031714285714285716
لایهاز,7.142857142857143e-06
لایه‌اش,0.0
لایه‌ای,7.142857142857143e-06
لایه‌ایه,7.142857142857143e-06
لایه‌ها,1.4285714285714285e-05
لایه‌های,1.4285714285714285e-05
لایه‌ی,2.1428571428571428e-05
لایو,0.00020714285714285716
لایوبسازید,7.142857142857143e-06
لایونکس,7.142857142857143e-06
لایوی,7.142857142857143e-06
لایو‌های,0.0
لایک,0.001257142857142857
لایکا,0.00013571428571428572
لایکو,0.00012142857142857143
لایکوها,7.142857142857143e-06
لایکوووو,7.142857142857143e-06
لایی,0.019892857142857143
لاییه,0.00018571428571428572
لاییچسبی,7.142857142857143e-06
لا‌تری,0.0
لب,0.09415
لبا,0.010535714285714285
لباتون,2.1428571428571428e-05
لباتونو,7.142857142857143e-06
لبارو,2.1428571428571428e-05
لباس,0.009707142857142857
لباسا,0.0004357142857142857
لباساتون,7.142857142857143e-06
لباسارو,5.714285714285714e-05
لباساسش,7.142857142857143e-06
لباساش,3.571428571428572e-05
لباساشم,0.0
لباساشو,1.4285714285714285e-05
لباساشورنگی,7.142857142857143e-06
لباسام,9.285714285714286e-05
لباسامو,2.857142857142857e-05
لباسامون,2.1428571428571428e-05
لباسامونو,7.142857142857143e-06
لباسای,0.00015714285714285713
لباسایی,7.142857142857143e-06
لباست,0.00022142857142857142
لباستان,7.142857142857143e-06
لباستو,0.00014285714285714287
لباستون,0.00012857142857142858
لباسش,0.0014142857142857143
لباسشوئی,2.1428571428571428e-05
لباسشون,4.2857142857142856e-05
لباسشونو,7.142857142857143e-06
لباسشوی,0.0013214285714285715
لباسشویی,0.0013142857142857142
لباسشوییم,7.142857142857143e-06
لباسشوییه,7.142857142857143e-06
لباسشویی‌ا,7.142857142857143e-06
لباسشویی‌ها,7.142857142857143e-06
لباسشویی‌های,7.142857142857143e-06
لباسم,0.00025714285714285715
لباسمو,5.714285714285714e-05
لباسمون,1.4285714285714285e-05
لباسه,0.0007071428571428571
لباسها,0.0006428571428571428
لباسهاتون,1.4285714285714285e-05
لباسهارو,1.4285714285714285e-05
لباسهاش,0.0
لباسهام,1.4285714285714285e-05
لباسهامو,7.142857142857143e-06
لباسهای,0.0003214285714285714
لباسهایش,1.4285714285714285e-05
لباسهایشان,7.142857142857143e-06
لباسهایم,7.142857142857143e-06
لباسهایی,4.2857142857142856e-05
لباسو,0.0001
لباسی,0.0005642857142857143
لباسیش,7.142857142857143e-06
لباسیه,3.571428571428572e-05
لباسی‌ها,0.0
لباسی‌های,0.0
لباس‌ها,4.2857142857142856e-05
لباس‌های,2.857142857142857e-05
لباش,3.571428571428572e-05
لباشسونو,7.142857142857143e-06
لباشسویی,7.142857142857143e-06
لباشون,0.0
لبالب,0.0
لبام,3.571428571428572e-05
لبامو,7.142857142857143e-06
لبانتون,7.142857142857143e-06
لباهاتون,7.142857142857143e-06
لبای,6.428571428571429e-05
لبایی,7.142857142857143e-06
لبببب,7.142857142857143e-06
لبت,0.04732857142857143
لبتاب,0.0006785714285714286
لبتابای,7.142857142857143e-06
لبتابش,2.1428571428571428e-05
لبتابشه,0.0
لبتابم,5.714285714285714e-05
لبتابه,1.4285714285714285e-05
لبتابهای,7.142857142857143e-06
لبتابو,5.714285714285714e-05
لبتابپ,7.142857142857143e-06
لبتابی,3.571428571428572e-05
لبتاب‌ها,7.142857142857143e-06
لبتاب‌های,7.142857142857143e-06
لبتال,7.142857142857143e-06
لبتاپ,0.0002642857142857143
لبتاپا,2.1428571428571428e-05
لبتاپای,7.142857142857143e-06
لبتاپتون,7.142857142857143e-06
لبتاپدون,7.142857142857143e-06
لبتاپش,7.142857142857143e-06
لبتاپم,7.142857142857143e-06
لبتاپو,1.4285714285714285e-05
لبتاپی,7.142857142857143e-06
لبتاپ‌های,0.0
لبتم,7.142857142857143e-06
لبته,0.04611428571428571
لبتون,0.00011428571428571428
لبتونو,2.1428571428571428e-05
لبخند,0.00011428571428571428
لبخندتون,7.142857142857143e-06
لبخندش,7.142857142857143e-06
لبخندی,7.142857142857143e-06
لبران,1.4285714285714285e-05
لبریز,1.4285714285714285e-05
لبسشویی,7.142857142857143e-06
لبسهارو,7.142857142857143e-06
لبش,0.0011142857142857144
لبشو,6.428571428571429e-05
لبشون,4.2857142857142856e-05
لبلبللر,0.0
لبلس,0.0
لبلو,5e-05
لبم,0.0003214285714285714
لبمو,2.857142857142857e-05
لبنان,0.0
لبنه,3.571428571428572e-05
لبنک,0.0
لبنکش,0.0
لبنی,6.428571428571429e-05
لبنیات,5e-05
لبنیاته,0.0
لبنیاتی,7.142857142857143e-06
لبه,0.008928571428571428
لبها,0.00021428571428571427
لبهاتون,7.142857142857143e-06
لبهارو,1.4285714285714285e-05
لبهاش,2.857142857142857e-05
لبهام,2.1428571428571428e-05
لبهای,0.00010714285714285714
لبهایتان,7.142857142857143e-06
لبهایی,1.4285714285714285e-05
لبههای,7.142857142857143e-06
لبهٔ,0.0
لبه‌اش,0.0
لبه‌ای,0.0
لبه‌ست,0.0
لبه‌ها,5.714285714285714e-05
لبه‌هاش,0.0
لبه‌های,4.2857142857142856e-05
لبه‌هایی,0.0
لبه‌های‌تری,0.0
لبه‌ی,7.142857142857143e-06
لبه‌‌های,0.0
لبو,0.0006142857142857142
لبپر,2.1428571428571428e-05
لبک,0.00018571428571428572
لبی,0.006685714285714285
لبیه,0.001142857142857143
لبییتت,0.0
لب‌تاپ,7.142857142857143e-06
لب‌ها,7.142857142857143e-06
لب‌های,0.0
لب‌پر,1.4285714285714285e-05
لت,0.050692857142857144
لتا,0.0015142857142857143
لتاپ,7.142857142857143e-06
لتاپ‌های,0.0
لتتازبلتارررد,0.0
لترون,4.2857142857142856e-05
لتز,2.1428571428571428e-05
لتطریش,7.142857142857143e-06
لتلخلخخحج,0.0
لتمه‌ای,0.0
لتمپ,7.142857142857143e-06
لتو,0.007435714285714286
لتون,0.006542857142857143
لتی,0.002435714285714286
لثش,7.142857142857143e-06
لثم,2.1428571428571428e-05
لثه,0.0004
لثه‌ها,7.142857142857143e-06
لثه‌هاتون,7.142857142857143e-06
لثه‌های,7.142857142857143e-06
لث‌های,0.0
لج,0.002285714285714286
لجاظ,0.0
لجامگیری,7.142857142857143e-06
لجبازی,0.0
لجتیک,7.142857142857143e-06
لجدرار,7.142857142857143e-06
لجستیک,7.142857142857143e-06
لجم,1.4285714285714285e-05
لجمو,0.0
لجن,0.00025
لجند,0.00012857142857142858
لجندر,7.142857142857143e-06
لجندزنونه,7.142857142857143e-06
لجندهیرو,0.0
لجنسی,7.142857142857143e-06
لجنی,5.714285714285714e-05
لجنیه,7.142857142857143e-06
لح,0.022292857142857142
لحاااااظ,7.142857142857143e-06
لحاااظ,1.4285714285714285e-05
لحااظ,1.4285714285714285e-05
لحاذ,7.142857142857143e-06
لحاز,0.0
لحاض,0.00011428571428571428
لحاضا,0.0
لحاط,5.714285714285714e-05
لحاظ,0.017271428571428573
لحاظا,0.0
لحاظرایحه,7.142857142857143e-06
لحاظعالی,1.4285714285714285e-05
لحاظعالیه,7.142857142857143e-06
لحاظم,1.4285714285714285e-05
لحاظه,1.4285714285714285e-05
لحاظی,7.857142857142857e-05
لحاظ‌ها,0.0
لحاظ‌های,0.0
لحاف,0.0002
لحافها,7.142857142857143e-06
لحاف‌ها,0.0
لحاف‌های,0.0
لحالظ,7.142857142857143e-06
لحجه,0.0
لحضه,9.285714285714286e-05
لحطه,7.142857142857143e-06
لحطه‌ی,0.0
لحظ,0.0034142857142857143
لحظات,0.00020714285714285716
لحظاتتون,1.4285714285714285e-05
لحظاتو,1.4285714285714285e-05
لحظاتی,6.428571428571429e-05
لحظس,7.142857142857143e-06
لحظه,0.0032142857142857142
لحظه‌ام,0.0
لحظه‌ای,2.857142857142857e-05
لحظه‌ها,7.142857142857143e-06
لحظه‌های,0.0
لحظه‌ها۴,0.0
لحظه‌ی,0.0
لحلظ,2.1428571428571428e-05
لحن,3.571428571428572e-05
لحه,8.571428571428571e-05
لحیم,0.0003928571428571429
لحیمها,1.4285714285714285e-05
لحیمو,7.142857142857143e-06
لحیمکاری,7.142857142857143e-06
لحیم‌سردی,7.142857142857143e-06
لحیم‌های,0.0
لخاطر,7.142857142857143e-06
لخاظ,3.571428571428572e-05
لخت,0.0007285714285714286
لخته,6.428571428571429e-05
لختی,4.2857142857142856e-05
لخت‌تر,0.0
لخرید,7.142857142857143e-06
لخفگتدبی,0.0
لخم,7.142857142857143e-06
لخورم,1.4285714285714285e-05
لخوم,7.142857142857143e-06
لدا,0.0018785714285714287
لدت,5.714285714285714e-05
لدر,0.0009285714285714286
لدراگوما,7.142857142857143e-06
لدرد,1.4285714285714285e-05
لدرمن,7.142857142857143e-06
لدفا,7.142857142857143e-06
لدورا,7.142857142857143e-06
لدید,2.1428571428571428e-05
لذا,0.0004928571428571429
لذات,7.142857142857143e-06
لذاقابل,0.0
لذت,0.008385714285714286
لذتبخش,0.00011428571428571428
لذتبخشه,3.571428571428572e-05
لذتبخشی,1.4285714285714285e-05
لذتبخش‌تر,0.0
لذتبردم,7.142857142857143e-06
لذتت,1.4285714285714285e-05
لذتتون,7.142857142857143e-06
لذتش,0.00024285714285714286
لذتشو,0.00011428571428571428
لذته,7.142857142857143e-06
لذتو,7.142857142857143e-06
لذتی,7.857142857142857e-05
لذت‌بخش,5e-05
لذت‌بخشه,7.142857142857143e-06
لذت‌بخشی,7.142857142857143e-06
لذت‌بخش‌تر,7.142857142857143e-06
لذذذذت,7.142857142857143e-06
لذذذپپپپپد,0.0
لذشتو,7.142857142857143e-06
لذفا,0.0
لذن,0.0
لذید,7.142857142857143e-06
لذیده,7.142857142857143e-06
لذیذ,0.00027142857142857144
لذیذه,2.1428571428571428e-05
لذیذی,3.571428571428572e-05
لر,0.009357142857142857
لرحلاوتتر,0.0
لرد,0.00012142857142857143
لردی,1.4285714285714285e-05
لرز,0.003107142857142857
لرزان,6.428571428571429e-05
لرزاننده,2.857142857142857e-05
لرزاننده‌ای,0.0
لرزش,0.002364285714285714
لرزشتر,7.142857142857143e-06
لرزشش,0.00017857142857142857
لرزششو,7.142857142857143e-06
لرزشم,7.142857142857143e-06
لرزشه,2.857142857142857e-05
لرزشهای,7.142857142857143e-06
لرزشهایی,0.0
لرزشو,7.142857142857143e-06
لرزشکر,7.142857142857143e-06
لرزشگر,1.4285714285714285e-05
لرزشگیر,0.00034285714285714285
لرزشگیرنداره,7.142857142857143e-06
لرزشگیره,7.142857142857143e-06
لرزشگیرو,7.142857142857143e-06
لرزشگیری,7.142857142857143e-06
لرزشگیزش,7.142857142857143e-06
لرزشی,0.00014285714285714287
لرزشیه,2.1428571428571428e-05
لرزش‌ها,0.0
لرزش‌های,0.0
لرزه,0.0004642857142857143
لرزه‌ای,0.0
لرزون,0.00013571428571428572
لرزوندن,7.142857142857143e-06
لرزونه,0.0001
لرزگشگیر,7.142857142857143e-06
لرزید,7.857142857142857e-05
لرزیدن,3.571428571428572e-05
لرسال,0.0
لرستان,0.0
لرطرف,0.0
لرق,7.142857142857143e-06
لرن,9.285714285714286e-05
لرها,0.00011428571428571428
لروز,2.1428571428571428e-05
لروم,7.142857142857143e-06
لز,0.008142857142857143
لزا,0.0003857142857142857
لزت,7.142857142857143e-06
لزج,2.857142857142857e-05
لزجی,1.4285714285714285e-05
لزرش,1.4285714285714285e-05
لزرشگیر,7.142857142857143e-06
لزرگ,7.142857142857143e-06
لزش,0.00015714285714285713
لزفا,0.0
لزو,0.0005642857142857143
لزوم,0.0004714285714285714
لزومآ,7.142857142857143e-06
لزوما,0.00025
لزومی,0.00010714285714285714
لزیف,7.142857142857143e-06
لس,0.0125
لست,0.0007785714285714286
لستر‌ها,0.0
لستفاده,2.1428571428571428e-05
لستینگ,1.4285714285714285e-05
لستینگه,7.142857142857143e-06
لسنک,7.142857142857143e-06
لسپورتیوا,7.142857142857143e-06
لسپیکر,0.0
لسی,0.0014071428571428572
لسیار,7.142857142857143e-06
لسیون,1.4285714285714285e-05
لسیونیش,7.142857142857143e-06
لش,0.047914285714285715
لشه,0.0012857142857142856
لشکر,0.0
لصطفا,7.142857142857143e-06
لصفا,7.142857142857143e-06
لصفاشگفت,7.142857142857143e-06
لصلا,1.4285714285714285e-05
لصلان,0.0
لطافت,0.0007214285714285714
لطافتش,7.857142857142857e-05
لطافتشم,7.142857142857143e-06
لطافتشو,1.4285714285714285e-05
لطافتی,2.857142857142857e-05
لطافط,1.4285714285714285e-05
لطافطتشو,7.142857142857143e-06
لطحاظ,7.142857142857143e-06
لطططططططفا,0.0
لطططفا,0.0
لططفا,7.142857142857143e-06
لطف,0.010678571428571428
لطفآ,7.142857142857143e-06
لطفآموجودش,0.0
لطفأ,2.857142857142857e-05
لطفأ۴متری,0.0
لطفا,0.00925
لطفاا,2.1428571428571428e-05
لطفااا,1.4285714285714285e-05
لطفاااا,1.4285714285714285e-05
لطفااااا,0.0
لطفاااااا,0.0
لطفااااااا,0.0
لطفاااااااا,0.0
لطفاااااااااا,0.0
لطفااااااااااااا,0.0
لطفاااااااااااااااا,0.0
لطفااااااااااااااااااااا,0.0
لطفااول,0.0
لطفااگه,0.0
لطفااین,7.142857142857143e-06
لطفااینو,0.0
لطفابزارین,0.0
لطفابنویس,7.142857142857143e-06
لطفاتبدیل,7.142857142857143e-06
لطفاتو,0.0
لطفاتوپیشنهاد,0.0
لطفاتوی,0.0
لطفاجنس,0.0
لطفادسته,0.0
لطفادمبل,7.142857142857143e-06
لطفادمبلی,7.142857142857143e-06
لطفادوباره,0.0
لطفارابط,0.0
لطفاراهنمائی,0.0
لطفارنگی,0.0
لطفاروی,0.0
لطفاشگفت,0.0
لطفاصداقت,0.0
لطفال,7.142857142857143e-06
لطفامجدداپیشنهادشگفت,0.0
لطفامحافظشوازجنس,7.142857142857143e-06
لطفامسئولش,0.0
لطفامطابق,7.142857142857143e-06
لطفاموجودش,0.0
لطفاموجودکنید,0.0
لطفاموجودکنیدنیازداریم,0.0
لطفاموجودکنین,0.0
لطفان,0.0
لطفانظراتتون,0.0
لطفاپارچه,0.0
لطفاکسی,0.0
لطفاگوشی‌های,0.0
لطفایک,7.142857142857143e-06
لطفا۰,0.0
لطفا‌‌‌‌‌‌,0.0
لطفتون,2.857142857142857e-05
لطفش,7.142857142857143e-06
لطفعلی,0.0
لطففففففا,0.0
لطفل,0.0
لطفلا,0.0
لطفن,5.714285714285714e-05
لطفه,1.4285714285714285e-05
لطفی,0.0002357142857142857
لطفیان,0.0
لطفیه,1.4285714285714285e-05
لطف‌تری,0.0
